"","STATE","ORI7","year","stateyear","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","Y12","S","Z","C1","C2","W"
"1","AL","AL00102",1962,1,-0.0500104427337646,-0.30748462677002,0.0518848337233067,-0.217755928635597,0.115441687405109,0.133653983473778,0.202315330505371,-0.166294693946838,0.135454088449478,-0.0681729278951367,0.15348936087311,-0.060209370048295,0.00460830330848694,-0.0379945822060108,0.00498058879747987,0,226904
"2","AL","AL00102",1963,2,0.228258609771729,0.246860027313232,0.0963311120867729,0.354433625936508,0.225495770573616,0.0370599925518036,0.0477603264153004,0.30075415968895,0.0895454809069633,0.239011776299721,0.117057110618142,0.234420707792019,0,-0.0174144506454468,0.00407200492918491,0,226904
"3","AL","AL00102",1964,3,0.168622732162476,0.171850204467773,0.480787128210068,0.111831679940224,0.182437568902969,0.21800385415554,0.165551200509071,0.18407866358757,0.202903524041176,0.165697378793029,0.183442450377832,0.166332359174606,0.0405460931360722,0.0391847304999828,0.00428151991218328,0,226904
"4","AL","AL00102",1965,4,-0.0350914001464844,0.123614072799683,-0.0584582015872002,-0.297719806432724,0.0815586000680923,-0.077386662364006,0.0718075335025787,-0.217924252152443,-0.0155482525005937,-0.0544604695727691,0.0468148230446582,-0.0506212842463961,0.0453151948750019,0.00707345642149448,0.00472122523933649,0,226904
"5","AL","AL00102",1966,5,0,0.209091663360596,0.0521290637552738,0.237914130091667,0.10592170804739,0.0530231185257435,0.100816413760185,0.182881146669388,0.0747275874018669,0.0226486499131944,0.0944670611761559,0.0256065946818726,0.0167367924004793,0.0267372038215399,-0.00166557671036571,-0.00470201624557376,226904
"6","AL","AL00102",1967,6,-0.0935258865356445,0,0.0793098360300064,-0.10139225423336,0.0533709600567818,-0.0616811811923981,0.187720715999603,-0.0546112693846226,0.00436852220445871,-0.0908607636246834,0.0881869229268299,-0.0825386439596528,0.0041407928802073,-0.0120788887143135,-0.00938781630247831,-0.00947079062461853,226904
"7","AL","AL00102",1968,7,0.257829189300537,0.0901510715484619,0.167054086923599,0.236909747123718,-0.0314913727343082,0.0163867399096489,0.199271112680435,0.21513520181179,0.0247552618384361,0.252202375790078,0.0785248267558562,0.244109720973356,0.0143592208623886,0.0794683992862701,-0.0168661903589964,-0.0143764717504382,226904
"8","AL","AL00102",1969,8,0.332133769989014,0.405465126037598,-0.278624773025513,0.263965547084808,-0.132355883717537,0.13527637720108,0.00052507221698761,0.166916623711586,0.036533061414957,0.32314760262171,-0.0270824648343275,0.310408786180202,0.0573846846818924,-0.0205081161111593,-0.0254791025072336,-0.0194960571825504,226904
"9","AL","AL00102",1970,9,-0.378654003143311,-0.0350914001464844,0.0727018341422081,0.00465581147000194,0.135643824934959,0.0586447864770889,0.364934712648392,-0.00100857298821211,0.127988561987877,-0.33171274065325,0.242637525251607,-0.308269172957118,0.0542696304619312,0.082299068570137,-0.0355131141841412,-0.0255765095353127,226904
"10","AL","AL00102",1971,10,0.263584613800049,0.15415096282959,0.349023789167404,-0.0248585194349289,0.129978775978088,0.0108626894652843,0.0532229170203209,0.0649483799934387,0.052390992641449,0.232938388487712,0.0720434127461765,0.225025743638501,-0.00914919469505548,0.013683969154954,-0.0322013795375824,-0.0217518378049135,226904
"11","AL","AL00102",1972,11,-0.0759859085083008,0.0497612953186035,0.487325847148895,-0.115235261619091,0.0661200359463692,0.00336329685524106,-0.183427900075912,0.0600960440933704,-0.00760879926383495,-0.0697026379510618,-0.0698457655990504,-0.0697091510272536,0.0554207935929298,0.0535275004804134,-0.0277464110404253,-0.0176590979099274,226904
"12","AL","AL00102",1973,12,-0.187598705291748,0.64847469329834,0.179676055908203,0.313305169343948,0.115617997944355,-0.0662922114133835,0.240835845470428,0.275362521409988,0.0444544404745102,-0.0985947995092029,0.155551833433235,-0.0855141529233108,0.0392207130789757,0.0407025367021561,-0.019516984000802,-0.0159266013652086,226904
"13","AL","AL00102",1974,13,0.187598705291748,-0.0467615127563477,0.275187104940414,0.158605024218559,0.206490635871887,0.141755551099777,0.0644365549087524,0.184404134750366,0.151225805282593,0.175177170606172,0.12686272962892,0.172442228191131,0.0631789043545723,0.0745412111282349,-0.00905470363795757,-0.0135273868218064,226904
"14","AL","AL00102",1975,14,0.15790319442749,-0.0602922439575195,0.212186843156815,-0.308208763599396,-0.0436713248491287,0.2436743080616,0.0262656603008509,-0.0798553004860878,0.112501688301563,0.103276444697314,0.0276471967176274,0.0992383283349417,0.0232749059796333,0.00130924442782998,-0.000233750164625235,-0.00935006886720657,226904
"15","AL","AL00102",1976,15,-0.15790319442749,-0.0521860122680664,-0.55000114440918,0.0474622435867786,-0.128563031554222,0.186464205384254,-0.107813529670238,-0.191007152199745,0.0557166263461113,-0.143620471516435,-0.0673733427366681,-0.139548160114221,-0.0123458355665207,0.00637722760438919,0.000523400376550853,-0.0102727115154266,226904
"16","AL","AL00102",1977,16,0.135174751281738,-0.00597000122070312,0.150282204151154,0.00246913707815111,0.0120374113321304,-0.0926391705870628,-0.0190992578864098,0.0545133166015148,-0.055037971585989,0.117865077631291,-0.0212570868450784,0.110649225448609,-0.0395934544503689,0.00769386207684875,0.00303355301730335,-0.0112230340018868,226904
"17","AL","AL00102",1978,17,-0.161842823028564,0.134279727935791,-0.0235304981470108,0.0690750703215599,0.117108963429928,0.0456002652645111,0.0695790797472,0.0356568470597267,0.0690230205655098,-0.125215782920379,0.0827382466559211,-0.114063053181098,0.0925158560276031,0.0133025646209717,0.000266083574388176,-0.00639978982508183,226904
"18","AL","AL00102",1979,18,0.22853422164917,0.400215625762939,0.422571241855621,-0.163399294018745,0.186710029840469,0.211570471525192,0.0662332028150558,0.114146329462528,0.186043336987495,0.205479997664101,0.136579899233035,0.201539342927078,0.0333122760057449,0.0178046245127916,-0.00505787460133433,-0.00268511404283345,226904
"19","AL","AL00102",1980,19,-0.055262565612793,-0.0357179641723633,0.142648458480835,-0.0337613858282566,0.1964942663908,0.0901756063103676,-0.00177357427310199,0.0475302115082741,0.112011089920998,-0.0473208356989619,0.095278390264261,-0.0388724947115172,-0.0259754862636328,-0.160790324211121,-0.00523882266134024,-0.000688067229930311,226904
"20","AL","AL00102",1981,20,0.0973739624023438,-0.0295224189758301,-0.123830698430538,-0.000701016513630748,0.00653791334480047,-0.0387964211404324,-0.100114598870277,-0.0584064535796642,-0.0305083058774471,0.0779224703192311,-0.0424681823479766,0.0707164664956814,-0.00881063006818295,0.0521564781665802,-0.0043597687035799,0.000252082129009068,226904
"21","AL","AL00102",1982,21,-0.0638513565063477,-0.149169445037842,-0.151380434632301,-0.114282853901386,-0.202064946293831,-0.100240439176559,0.117710366845131,-0.132317066192627,-0.107886917889118,-0.0732715807136804,-0.0539628257440038,-0.0721700988887382,-0.0375701598823071,0.167180180549622,-0.00484825763851404,0.000867491355165839,226904
"22","AL","AL00102",1983,22,-0.262364387512207,0.0953102111816406,-0.0298764351755381,0.117083981633186,-0.149348527193069,-0.154181778430939,-0.169038087129593,0.0414320714771748,-0.154564574360847,-0.207910459127882,-0.158848394312932,-0.205019877511317,0.00914640538394451,-0.0960039049386978,-0.0039245723746717,-0.00192379881627858,226904
"23","AL","AL00102",1984,23,-0.154150485992432,-0.0780682563781738,-0.0753980204463005,0.0145785296335816,-0.0960962325334549,0.0157687682658434,0.0630313605070114,-0.0334886685013771,-0.010342663154006,-0.130386516077266,-0.00462061054984396,-0.12233954772302,-0.00914640538394451,0.0241339020431042,-0.00186335563194007,-0.00412622233852744,226904
"24","AL","AL00102",1985,24,0.480366230010986,0.190125465393066,0.211022198200226,0.0562774054706097,0.10252982378006,0.00313837639987469,0.126436144113541,0.141838729381561,0.0480503253638744,0.418706686633459,0.0974359937334158,0.399896238827669,-0.0470306091010571,-0.0104869874194264,-0.00277699390426278,-0.00511655677109957,226904
"25","AL","AL00102",1986,25,-0.0973739624023438,0.138378620147705,0.0981569290161133,0.144142642617226,0.081746369600296,-0.0464250668883324,-0.000854822690598667,0.117849364876747,-0.00117354281246662,-0.0593154849124864,0.0227252014445756,-0.055039589821308,-0.00644124625250697,-0.0701768770813942,-0.00502498354762793,-0.00484703667461872,226904
"26","AL","AL00102",1987,26,-0.0465202331542969,-0.0440325736999512,0.00504096830263734,-0.13700208067894,-0.0710688754916191,0.0236640721559525,-0.064766600728035,-0.0649454295635223,-0.0176880080252886,-0.052927781201988,-0.0535826196534308,-0.0529632431339987,0.0731844007968903,0.0716817677021027,-0.00762495491653681,-0.00553798815235496,226904
"27","AL","AL00102",1988,27,0.0909719467163086,-0.234461307525635,-0.208171337842941,0.14598585665226,-0.0665819868445396,-0.0364270098507404,-0.105090208351612,-0.0325161702930927,-0.0544565357267857,0.071040816866111,-0.0794100718215099,0.0634502320818189,-0.0304901674389839,0,-0.00824218336492777,-0.00589509401470423,226904
