"","ORI7","GOVID","STATE","year","cityid","stateyear","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y9","Y8","Y10","Y11","Y12","S","C1","Z","C2","W"
"15","AL00102",12037003,"AL",1976,1,17,-0.157903029445809,-0.0521857531705701,-0.550001140200545,-0.0958622466184291,-0.12856303225003,0.186464203932138,-0.107813528456797,0.0557166266802547,-0.191007157913387,-0.152803521295322,-0.0674081519233276,-0.148517638327512,-0.0395934534197577,-0.0235918512924798,0.00637722760438919,-0.0102727115154266,212237
"16","AL00102",12037003,"AL",1977,1,18,0.135174778368253,-0.00597016698650332,0.150282203049338,-0.134725293021398,0.0120374114054673,-0.0926391691258459,-0.0190992570622086,-0.0550379703936041,0.0545133164899081,0.0936301999374614,-0.0212463894256025,0.0879436812813381,0.0925158548741001,0.0641395053711538,0.00769386207684875,-0.0112230340018868,212237
"17","AL00102",12037003,"AL",1978,1,19,-0.161843025450414,0.134279615629874,-0.0235304974101949,-0.00697474492707251,0.117108966347468,0.0456002639030046,0.0695790776228282,0.0690230233013391,0.0356568456149207,-0.128340735707102,0.0827435174079021,-0.117391474166045,0.0333122764671145,0.0314833270351667,0.0133025646209717,-0.00639978982508183,212237
"18","AL00102",12037003,"AL",1979,1,20,0.228534399949086,0.400215752222021,0.422571238536764,0.025481836525624,0.186710027753355,0.211570472809594,0.0662332030021595,0.187304198071988,0.114146327177339,0.215045468462883,0.136569051011577,0.210717010667569,-0.0259754864032606,-0.0733965002405412,0.0178046245127916,-0.00268511404283345,212237
"19","AL00102",12037003,"AL",1980,1,21,-0.0552626786750494,-0.0357180826020791,0.142648457295025,0.0939524063438641,0.196494265798588,0.0901756090511672,-0.00177357421601521,0.115064764328702,0.0475302132553725,-0.0311476097417689,0.0952791545146354,-0.0240122971555046,-0.00881062968215485,-0.0219391393670261,-0.160790324211121,-0.000688067229930311,212237
"20","AL00102",12037003,"AL",1981,1,22,0.097374164025176,-0.029522439266322,-0.123830697720227,0.134889166084983,0.0065379133326946,-0.0387964229670708,-0.100114601988057,-0.0291215109577259,-0.0584064533995114,0.0908125410243059,-0.0424687318786141,0.0833141926274799,-0.0375701586639643,0.0140247939877245,0.0521564781665802,0.000252082129009068,212237
"21","AL00102",12037003,"AL",1982,1,23,-0.0638514719865331,-0.149169349477054,-0.151380441477437,-0.0986740401992661,-0.202064944138694,-0.100240438616394,0.117710363878437,-0.108706506811195,-0.13231706339212,-0.0740334949794459,-0.0539560450513932,-0.0729634404404074,0.00914640522607613,0.00686988638172714,0.167180180549622,0.000867491355165839,212237
"22","AL00102",12037003,"AL",1983,1,24,-0.26236426446749,0.0953101798043248,-0.0298764359505741,0.0697663149705754,-0.149348532743392,-0.154181782575188,-0.169038081081434,-0.151665140267667,0.0414320719080798,-0.190016934584339,-0.158849063934412,-0.188315008872085,-0.00914640522607613,0.00457227577573427,-0.0960039049386978,-0.00192379881627858,212237
"23","AL00102",12037003,"AL",1984,1,25,-0.154150679827259,-0.0780683733698186,-0.0753980174842122,0.00765221125327997,-0.0960962330156825,0.0157687682555814,0.0630313618470009,-0.00769717249298907,-0.0334886697540444,-0.118489443622533,-0.00462357320060391,-0.111828725548122,-0.0470306104889779,-0.0102089376084766,0.0241339020431042,-0.00412622233852744,212237
"24","AL00102",12037003,"AL",1985,1,26,0.480366416281282,0.190125782285536,0.211022190781866,0.0357363192961309,0.102529821640246,0.00313837632771019,0.12643614503542,0.0480039699389714,0.141838724260236,0.386177898353591,0.0974492030199627,0.370587587347373,-0.0064412461028569,-0.0156409606001287,-0.0104869874194264,-0.00511655677109957,212237
"25","AL00102",12037003,"AL",1986,1,27,-0.097374164025176,0.1383782846865,0.0981569316872903,0.120787544676682,0.0817463677394059,-0.0464250669071351,-0.00085482267635939,-0.00168249048222258,0.117849368448024,-0.048256825988112,0.0227341262977099,-0.0448092698715783,0.0731843978557931,0.0168203582670827,-0.0701768770813942,-0.00484703667461872,212237
"26","AL00102",12037003,"AL",1987,1,28,-0.0465200156348935,-0.0440322701505034,0.00504096845677449,-0.113127224120189,-0.0710688760171205,0.0236640727985211,-0.0647665973160017,-0.0175127324644659,-0.0649454315432845,-0.0555248948849751,-0.0535926304099767,-0.0554277657864972,-0.0304901667577875,-0.0161184097995637,0.0716817677021027,-0.00553798815235496,212237
"27","AL00102",12037003,"AL",1988,1,29,0.0909717782057271,-0.234461376246871,-0.20817134399524,0.164524216834586,-0.0665819869026407,-0.0364270088073795,-0.105090208857965,-0.0549312227390804,-0.0325161720845486,0.0798547708722062,-0.0794159863597663,0.072419366896451,-0.0031007776782479,0.00377073286218099,0,-0.00589509401470423,212237
"28","AL00102",12037003,"AL",1989,1,30,0.0833816089390513,0.0476280489892549,0.312525696821358,0.0313088323786239,-0.0381656897594471,-0.0896593830763681,0.222873244514347,-0.0274432778453892,0.161933791973764,0.0785182117478165,0.0816690820474513,0.0786546151644032,0.0833816089390504,-0.0186233217499936,-0.0151518052443862,-0.00625825161114335,212237
"29","AL00102",12037003,"AL",1990,1,31,0.22314355131421,0.0342890734786323,0.0185138527866284,0.0421958457716425,0.0636382845252541,0.12623209014291,0.315869845734237,0.141661384179509,0.0421345655576957,0.184646725201027,0.211464873748358,0.185824490205693,0.0323288871153604,-0.0442846804600503,0.0678726509213448,-0.00722646806389093,212237
"30","AL00102",12037003,"AL",1991,1,32,0.10616019582839,0.0439631234211157,0.0338830226917173,0.191043866859978,0.126210900510905,0.0798409659694794,-0.183149812180593,0.0459553011809408,0.499263692095807,0.114713939685224,-0.0487737862862723,0.107982416981976,0.0013821702269512,0.0124982711604833,0.0309013351798058,-0.00878989789634943,212237
"31","AL00102",12037003,"AL",1992,1,33,-0.0441248049089378,0.260432430004406,-0.00376851051645044,-0.19865645120154,-0.0582917105121474,0.0240543159182813,-0.124106252164939,-0.0185708767556143,-0.117204164439061,-0.0529810472563952,-0.078312449614053,-0.0539327100359905,0.0524666388987409,0.0114229994952666,0.0245914030820131,-0.00780717935413122,212237
"32","AL00102",12037003,"AL",1993,1,34,-0.0945585826250124,-0.197912073023072,-0.0831940180741757,0.182321556793955,-0.116508167164191,-0.0202281659241716,-0.0514202614961867,-0.0543936072963671,0.083342545676091,-0.0585097219655744,-0.0686411397030611,-0.0588838942202941,0.00913248356327223,-0.0134487175056375,-0.00541273318231106,-0.00724997511133552,212237
"33","AL00102",12037003,"AL",1994,1,35,0.109484232841688,-0.08426034361774,0.148945395636956,-0.0721504959971266,-0.0221197333714578,0.087139780019001,0.0278259466548771,0.0519587387936919,-0.00796816964917646,0.0758314620902141,0.0218342621459584,0.073897716923458,-0.0157071292053574,0.00818908282933606,0.0412018410861492,-0.00668013747781515,212237
"34","AL00102",12037003,"AL",1995,1,36,-0.109484232841688,-0.0960430490199773,0.0860850221294989,-0.0275169891761546,-0.0130416380355349,0.00147266394658452,0.00983077278312727,0.000299996252298484,0.00361609554803266,-0.0925779755559759,0.00101091498456896,-0.0891610694535423,0.0737309693217352,-0.000923009963887722,-0.0117879556491971,-0.00667797308415174,212237
"35","AL00102",12037003,"AL",1996,1,37,-0.0684027268844005,-0.0797067426107425,-0.160503842902448,0.838840488128508,-0.0688924144071539,-0.0651723189364066,-0.0180975600108031,-0.0601911924580492,-0.409232158445525,0.12959100330783,-0.0424443431199286,0.12353841936137,0.0990909026442308,0.00530857007519536,0.091830663383007,-0.00653560040518641,212237
"36","AL00102",12037003,"AL",1997,1,38,-0.0452565915881209,-0.0310446216819606,-0.318249725813689,-1.50470672341756,-0.141286626633697,-0.0827131549628159,-0.0737674741721381,-0.0949160393538442,-0.154188422085381,-0.317245874608609,-0.0957459754539052,-0.309259139302615,-0.010039125028328,0.0112057145734177,0.0348426140844822,-0.00878340750932693,212237
"37","AL00102",12037003,"AL",1998,1,39,-0.239479970633903,-0.074801213082698,-0.321918965211177,-0.115483980792802,-0.227685280143531,-0.109103600670503,-0.239133082375746,-0.155954778614378,-0.184596268807143,-0.222495177855428,-0.211152654041307,-0.222038563954158,0.0133632278121665,-0.0590533427888147,0.0336693711578846,-0.0101559041067958,212237
"38","AL00102",12037003,"AL",1999,1,40,-0.085942429800725,0.0287101058824311,-0.0314491326825035,-0.156272696538656,-0.0689063999576494,-0.0469089568700198,-0.290334091433672,-0.0807551392067936,-0.101589785413407,-0.0869980417339455,-0.170933101859369,-0.0902620717931271,-0.0189843780825969,-0.0205682998200132,0.00336134759709239,-0.0121077271178365,212237
"39","AL00102",12037003,"AL",2000,1,41,0.0127390257774298,0.0727593542824287,0.0396711728345194,0.0299076303630335,0.0562356651369704,-0.00499792793805653,-0.122536348152015,0.00138600160787661,0.0359278710866944,0.0177571505599943,-0.0354183274496869,0.0158216118697396,-0.0285897116458864,-0.0456868407326194,-0.0399368517100811,-0.0125111844390631,212237
"40","AL00102",12037003,"AL",2001,1,42,-0.0789884113186305,-0.10146946016486,0.10392652995681,0.000601142188226156,0.000245188183157552,-0.00393256583454082,0.159283283053778,0.0142470574515769,0.0267843262840248,-0.0683004821257569,0.0684931817514638,-0.0631137373284467,-0.00581735206591283,0.00387191131956222,0.00927005521953106,-0.0130021059885621,212237
"41","AL00102",12037003,"AL",2002,1,43,-0.116072171252754,0.14858738314193,0.0899283975580794,0.0196376438530725,0.0732495503706758,-0.0244411351591456,-0.000975609833480107,-0.00109295600802817,0.0515080053956165,-0.0820550328886611,0.0191493168143104,-0.0777547648515444,-0.0284042764309369,0.00495157886394004,-0.00927005521953106,-0.0119621623307467,212237
"42","AL00102",12037003,"AL",2003,1,44,0.26826398659468,-0.158343558087295,0.130998677045238,0.00528946281739806,0.0959520748661724,0.0249440267965984,0.315476678865344,0.07680307093141,0.0489843867939914,0.216076827405015,0.186924850845809,0.214795130867351,-0.0279993945003589,-0.0197719303815127,0.00232558255083859,-0.011658264324069,212237
"43","AL00102",12037003,"AL",2004,1,45,-0.365113812584597,0.162518929497775,0.012495568685539,-0.0685324181415758,0.0651075995046728,0.00301205046999087,-0.177987778564175,-0.00660437271515768,-0.0260305254220086,-0.295648512111281,-0.0627197078901247,-0.284340753407484,0.0339838528155987,-0.00839987963686006,-0.0152138685807586,-0.0101996138691902,212237
"44","AL00102",12037003,"AL",2005,1,46,0.566853455235653,0.00415801014866357,0.0428943526414187,0.0501941343491179,-0.0442137628253398,-0.000668560947516994,-0.147790683828996,-0.0289590534861848,0.0560504371475226,0.473875780452325,-0.0809596282096159,0.4505631814216,-0.0302869909342727,-0.0152137943657635,-0.0507968924939632,-0.00963312387466431,212237
"45","AL00102",12037003,"AL",2012,1,53,0.215708572826691,-0.180126166230519,-0.0280860988733052,0.0602561393458894,-0.210478655006112,-0.151587914436201,-0.372952491475044,-0.186673028095457,0.0231260306205954,0.169996908558332,-0.250218230910303,0.152632475296858,-0.0137774854403041,3.75125432601209e-05,-0.00246609249519381,0,212237
"46","AL00102",12037003,"AL",2013,1,54,-0.0615578929994332,0.157903029445809,-0.0143445082564,1.44729468919625,-0.157628944203584,-0.0430501995235062,0.349547879194835,-0.0506402475479444,-0.126626472392057,0.336709217118607,0.0435431032714497,0.328150856068142,-0.0341008938471772,-0.00594922122353303,0.00246609249519381,0,212237
"47","AL00102",12037003,"AL",2014,1,55,-0.191891007810105,0.0222231367847101,0.081232758986185,0.0426511112345302,-0.0690284264104228,0.00942319084984611,-0.0288283518999775,-0.00672735603773233,0.166595461872366,-0.0773997376235869,-0.0370778633088555,-0.0763621546893916,0.0352562954777333,0.000537588785828547,-0.0148886124937508,0,212237
"48","AL00102",12037003,"AL",2015,1,56,0.418204133885594,-0.135102484856564,0.0582150496102782,0.0805111735415895,-0.175624035346233,0.0108072265097938,0.0535539683352999,-0.0310292589879584,0.0956069597441793,0.251732497599182,-0.038540958589028,0.245099319633425,-0.0328668080803522,0.000829394542439132,0.0222506089348196,0,212237
"49","AL00102",12037003,"AL",2016,1,57,-0.0127390257774298,-0.058268908123976,-0.162413327301151,-0.0754294127160176,-0.11937361973596,-0.0796938962214426,0.00131926140506256,-0.0784132824633783,-0.0805823730940816,-0.0400057507865377,-0.0553471921618609,-0.0403066383120425,0.0328668080803522,0.00121457504809719,0.00609386407432311,0,212237
"50","AL00102",12037003,"AL",2017,1,58,-0.279171382783872,-0.22314355131421,-0.438202134014483,-0.352198555264705,-0.470576859413338,-0.303283269778996,-0.308777558861302,-0.334998887337317,-0.347941263969978,-0.306795200723251,-0.356137989101111,-0.307732815459914,0,-0.00174700499077574,0.0737607499280113,0.00105486732111437,212237
"51","AL00102",12037003,"AL",2018,1,59,0.399799370572487,0.405465108108165,0.431846180413784,0.44595481109911,0.38187089816888,0.399806913614974,0.452800851009107,0.398347640339299,0.510825623765991,0.417252912057631,0.421593109117996,0.417333576174059,-0.127938352875788,-0.00763590011061055,0.00898882456843264,0,212237
"52","AL00201",12049004,"AL",1962,2,3,-0.0408219945202548,-0.75377180237638,0.401010757758784,-0.287682072451781,0.0730918840053354,-0.0366341331797804,0.03550668845691,0.0214600510197691,-0.0989177874356271,-0.0557439607818182,0.0483779744413706,-0.0513644608116408,0.0969922659873097,0.0465287577606741,0.0242816470563412,0,251106
"53","AL00201",12049004,"AL",1963,2,4,-0.133531392624523,0,0.230261019083074,0.161151875286241,-0.140731575312867,0.248103086171122,0.222212885821257,0.0766071214721968,0.163283163390531,-0.115549602773179,0.0311393903363797,-0.108591778291629,0.0371176629565024,0.0227484551449848,0.107676804065704,0,251106
"54","AL00201",12049004,"AL",1964,2,5,-0.271933715483642,1.41706601978664,0.113835142648798,0.492993147470434,0.432480257754213,0.134549895513451,0.0907288533897619,0.256827445741504,0.310154928303839,-0.178700507792446,0.277958795376813,-0.149710973257648,0.0200407508834459,0.0362519450489422,0.0400460176169872,0,251106
"55","AL00201",12049004,"AL",1965,2,6,0.22314355131421,0.264692554227082,-0.179793110440596,0.0579472440457192,-0.0179287670900905,0.0158225822418796,-0.0741079721537217,-0.00748152203327024,0.0188684843043827,0.203700982921408,-0.0303387434172535,0.187303415714023,0.0157483569681389,0.0692567248238891,0.0321971960365772,0,251106
"56","AL00201",12049004,"AL",1966,2,7,-0.356674943938732,-0.583146285345617,0.270489671911409,0.189888919858863,0.0400578835663445,-0.0216078629684615,0.247031766488905,0.0318253237312689,0.188532756886596,-0.292390470505776,0.0974933297489073,-0.262934308205576,-0.0157483569681389,-0.0398764757609023,0.0251171942800283,-0.0025188394356519,251106
"57","AL00201",12049004,"AL",1967,2,8,0.405465108108165,0.318453731118534,0.174584574291802,0.14620024837996,-0.100473147065256,-0.0217362361277429,0.0757416257741461,-0.0463362297873005,0.188494415901036,0.365523354796338,-0.0285171622864766,0.335807087799392,0,0.00401233048864391,0.0323953442275524,-0.00505671510472894,251106
"58","AL00201",12049004,"AL",1968,2,9,0.389464766761723,0.415515443961666,0.296141337397757,0.0949618084369277,0.290170078000362,0.109572074066149,0.126878008133786,0.194402949475435,0.174814819130201,0.35869245851995,0.21137117554975,0.350100673504649,-0.00397614837963989,0.0119455345375705,0.00861460156738758,-0.00763338198885322,251106
"59","AL00201",12049004,"AL",1969,2,10,0.062520356981334,0.058268908123976,0.0797649684688624,-0.0354647095722829,0.203788108361254,-0.00219058137981953,0.176267442022923,0.121262090307585,0.00857454342458386,0.0542656810330655,0.174400452665324,0.0611810621581839,0.0158106060266423,0.0109659470879233,0.0301400162279606,-0.0102693634107709,251106
"60","AL00201",12049004,"AL",1970,2,11,-0.200670695462151,0.373513508301562,0.196114878926291,-0.143378582845347,0.13716214416767,0.0754050182017849,0.186231630201798,0.121179393500617,0.00532199233794106,-0.167299081726703,0.149172284643303,-0.144887992927842,0.0422327636232733,-0.226789030287472,0.00747239124029875,-0.0132932448759675,251106
"61","AL00201",12049004,"AL",1971,2,12,0.315081046639895,0.0988458346366325,0.222595455931895,-0.0512932943875501,-0.0237559064157864,-0.0975788756961062,-0.138421377918714,-0.062491190983053,0.0785717586463619,0.27735404052061,-0.0694435827362483,0.253122757276945,0.079464171354247,-0.00607548431081817,0.0225850325077772,-0.0111353443935513,251106
"62","AL00201",12049004,"AL",1972,2,13,-0.352821374622742,-0.0482021018178775,-0.236388778064231,-0.0154699217721319,-0.18216646994501,-0.0553136379840522,-0.340401514761102,-0.154168503391793,-0.113132433711829,-0.312464881986227,-0.221086744571025,-0.306819389945563,0.027398974188114,0.016050511844206,-0.0661352947354317,-0.00890257488936186,251106
"63","AL00201",12049004,"AL",1973,2,14,0.297251523467931,-0.283575290499128,-0.124052648669979,0.195596088002651,-0.0547394380596398,0.0877727661385466,-0.119753479643682,-0.00550483061573104,0.0366815666346048,0.257883870451213,-0.0590251252950438,0.240219826075457,0.0653827592628522,-0.00739450300675948,0.101798638701439,-0.00494452053681016,251106
"64","AL00201",12049004,"AL",1974,2,15,0.205852054204149,0,0.294732630448448,0.133531392624523,-0.0304338778832687,0.520269263989006,0.0782203837068138,0.237220395409798,0.159282766563137,0.196047753865326,0.0758103642106711,0.190618558568701,0.00315956029036801,-0.00613371268784135,0.0857433751225471,0.000156603593495674,251106
"65","AL00201",12049004,"AL",1975,2,16,-0.360002734031407,0,0.404684163125093,0.230806424059779,0.195198441304873,0.275630383060442,0.0801479320646479,0.231637803272067,0.277467479042063,-0.276623263678957,0.178862812064803,-0.252337554929181,-0.00315956029036801,0.0106532636086065,-0.014629989862442,0.00662831217050552,251106
"66","AL00201",12049004,"AL",1976,2,17,0.312374685042152,0.463837114330071,-0.117587742227387,0.160672442073645,0.264013888070837,0.214939875480116,0.0916303228459245,0.2266072060296,0.0415609411444624,0.28992386134329,0.213623841816901,0.285094580816018,-0.0620100747842125,0.0269102273619506,0.00703102024272084,0.00936390645802021,251106
"67","AL00201",12049004,"AL",1977,2,18,0.198450938723838,0.237473376869034,0.103425428414882,0.198797574196784,-0.312908246040832,-0.224922383683651,-0.0256723550541276,-0.246106872707559,0.155369334770673,0.198187755608952,-0.224924896442268,0.17689847934189,0.111402830113788,0.0270964896881374,0.0274411030113697,0.0120230950415134,251106
"68","AL00201",12049004,"AL",1978,2,19,-0.127833371509885,-0.0330608622608874,0.0569823109954326,0.366836286064202,0.0818925358307236,0.0473289680856421,0.0529467729737867,0.0604880654384523,0.0856051047848769,-0.0556078530152497,0.067602073324764,-0.0502654337165431,-0.0274826456938317,0.032443228112518,0.161970928311348,0.0113945724442601,251106
"69","AL00201",12049004,"AL",1979,2,20,0.167054084663167,0.00836824967051619,-0.169233922038586,0.182834245859273,0.0336999184458406,0.163959939261833,0.0577187949137334,0.110118617338454,-0.0946396100528419,0.15721697194434,0.0653169014375514,0.15317304434463,-0.0508045756354596,0.00410827468573416,-0.109663911163807,0.00872316677123308,251106
"70","AL00201",12049004,"AL",1980,2,21,0.037740327982847,0.182321556793955,0.527703661553342,0.151437769852337,0.329205575243527,0.153169710551026,0.146411055488183,0.226310563159094,0.416932476932237,0.0722527403169479,0.248528466422133,0.0803350130627152,0.0225452383210563,-0.0494511786967884,-0.144760936498642,0.00521966908127069,251106
"71","AL00201",12049004,"AL",1981,2,22,-0.325422400434628,-0.157628944203584,-0.0190079640451764,-0.0898186778106496,0.0424251967830003,0.0730348112414383,-0.12133137109116,0.0494563013670817,-0.017345834600226,-0.264123178636829,0.0111057146610101,-0.248465498038598,0.0617480070684477,0.0140228073264819,0,0.00371445040218532,251106
"72","AL00201",12049004,"AL",1982,2,23,0.165079750359449,0.218253566020018,-0.130793748329155,0.121044111492864,-0.147941560644991,0.143866903576725,-0.148832887039911,0.0257390387910679,-0.0762461959000929,0.150463997287119,-0.0837960651764966,0.136887120173753,-0.100713975601831,0.00687450501951936,0.0516047738492489,0.00189669313840568,251106
"73","AL00201",12049004,"AL",1983,2,24,-0.245122458032985,-0.599621122549122,-0.0409232552160024,-0.0458695826675326,-0.17796696204344,-0.116598622394626,0.0433576990581246,-0.129609470057369,-0.0906004342294473,-0.209889755010785,-0.115180178265373,-0.204758789425586,0.0703164984174593,0.00404833057126375,-0.112618878483772,0.00165563658811152,251106
"74","AL00201",12049004,"AL",1984,2,25,0,0.314115329519937,-0.141155317735183,0.0199165689318912,-0.0850833232186758,-0.235448169438891,-0.132221634742459,-0.183572623206777,-0.0181410870706502,0.0133225788859335,-0.131170129995692,0.00567361701372349,-0.0345403252521761,0.0118349179969464,0.0641245245933533,0.00243311072699726,251106
"75","AL00201",12049004,"AL",1985,2,26,-0.325422400434628,0.0913497785882278,0.056672387098911,0.0487484288133189,0.221845060626976,-0.173930837990408,0.156018791709978,-0.00678293854734768,-0.00366804629514306,-0.190642173817725,0.130594191408296,-0.172103493021819,-0.0626234232014715,-0.00182395723386364,0.015408624894917,0.00337612442672253,251106
"76","AL00201",12049004,"AL",1986,2,27,0.592051063688576,-0.0160003413464409,0.0945585826250133,0.408798444527922,0.255456488661903,0.0267773038991113,0.0888760055365934,0.135394429913294,0.481932654011822,0.497188461180428,0.182889735631182,0.478993582927782,0.109433841045463,0.00792473995636733,-0.0501672588288784,0.00325234117917717,251106
"77","AL00201",12049004,"AL",1987,2,28,-0.384411698910332,0.0239055208535541,-0.0292455680964618,0.0162292105574906,0.170743911892565,0.0748328725116707,-0.035457311836729,0.115652611537495,-0.170645309408719,-0.23111948689974,0.11603286273731,-0.210694237918116,0.00910476699291873,-0.0162154719740304,0.0623254626989365,0.00132583687081933,251106
"78","AL00201",12049004,"AL",1988,2,29,0.0307716586667537,-0.0566953436765454,0.109866477578532,0.0466440312610192,-0.0414673754278887,-0.0989399478549036,-0.0760697187367612,-0.0687369426261384,0.0689031411266239,0.0347615015377052,-0.055400900981919,0.0288006008061679,0.0977789782054286,0.0308000673541322,0.0120121566578746,-0.00059286184841767,251106
"79","AL00201",12049004,"AL",1989,2,30,0.192371892647456,0.102857385439708,-0.0210288122798241,0.307791025374495,-0.341503665896102,0.34717664423742,0.222914429993469,0.0398705251161662,0.109654049056752,0.227798882853794,-0.105731530383888,0.209664234126372,-0.0165749650942129,-0.00807680882766171,0.0380719490349293,-0.00251505617052317,251106
"80","AL00201",12049004,"AL",1990,2,31,0.0246926125903717,0.0932574934865826,-0.00592068040972826,-0.070374814773567,-0.339120007033456,0.0119885298362252,0.0613252982673398,-0.0955304077411281,0.506820993354195,-0.0098646041489161,-0.148498302277112,-0.0158666108900647,0.0409334089262536,-0.0652251300472013,0.0449513867497444,-0.00472087971866131,251106
"81","AL00201",12049004,"AL",1991,2,32,-0.0246926125903717,0.0336732151065879,0.165957192414248,0.0861381266451939,0.226282723756066,0.0624357159439235,0.483915036044914,0.145826783680508,0.095957339259261,0.0246552074387978,0.280971186904008,0.0364135572072648,0.0571584138399484,0.0119067414613383,0,-0.00637584505602717,251106
"82","AL00201",12049004,"AL",1992,2,33,-0.133531392624523,0.130214639998528,0.178289293266016,-1.76774267678491,-0.127406065037604,0.0276896976306258,0.193593250630576,0.00277073654006621,-1.03722683859912,-0.487559359681697,0.035729808592837,-0.452629293885565,0.103085201820691,0.0114232608247651,0,-0.00357419298961759,251106
